id,text
0137.jpeg,trained
0137.jpeg,on
0137.jpeg,basics
0137.jpeg,of
0137.jpeg,React
0137.jpeg,Native.
0137.jpeg,We
0137.jpeg,wish
0137.jpeg,Mohammad
0137.jpeg,Jaan
0137.jpeg,Mulani
0137.jpeg,best
0137.jpeg,of
0137.jpeg,luck
0137.jpeg,for
0137.jpeg,future
0137.jpeg,endeavours.
0137.jpeg,Yours
0137.jpeg,"Sincerely,"
0137.jpeg,Badal
0137.jpeg,Kotak
0137.jpeg,Director
0137.jpeg,Date:
0137.jpeg,05-02-2023
0137.jpeg,Place:
0137.jpeg,Mumbai
0137.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg,@
0138.jpeg,THE
0138.jpeg,HONG
0138.jpeg,KONG
0138.jpeg,ww
0138.jpeg,UNIVERSITY
0138.jpeg,OF
0138.jpeg,SCIENCE
0138.jpeg,AND
0138.jpeg,TECHNOLOGY
0138.jpeg,06/17/2020
0138.jpeg,Priyanshu
0138.jpeg,Singh
0138.jpeg,has
0138.jpeg,successfully
0138.jpeg,completed
0138.jpeg,Protecting
0138.jpeg,Business
0138.jpeg,Innovations
0138.jpeg,via
0138.jpeg,Patent
0138.jpeg,an
0138.jpeg,online
0138.jpeg,non-credit
0138.jpeg,course
0138.jpeg,authorized
0138.jpeg,by
0138.jpeg,The
0138.jpeg,Hong
0138.jpeg,Kong
0138.jpeg,University
0138.jpeg,of
0138.jpeg,Science
0138.jpeg,and
0138.jpeg,Technology
0138.jpeg,and
0138.jpeg,offered
0138.jpeg,through
0138.jpeg,Coursera
0138.jpeg,Seton
0138.jpeg,Prof.
0138.jpeg,Theodore
0138.jpeg,Henry
0138.jpeg,King
0138.jpeg,CLARK
0138.jpeg,Associate
0138.jpeg,Professor
0138.jpeg,of
0138.jpeg,Information
0138.jpeg,"Systems,"
0138.jpeg,Business
0138.jpeg,Statistics
0138.jpeg,and
0138.jpeg,Operations
0138.jpeg,Management
0138.jpeg,Department
0138.jpeg,Hong
0138.jpeg,Kong
0138.jpeg,University
0138.jpeg,of
0138.jpeg,Science
0138.jpeg,and
0138.jpeg,Technology
0138.jpeg,COURSE
0138.jpeg,CERTIFICATE
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg,Verify
0138.jpeg,at
0138.jpeg,coursera.org/verify
0138.jpeg,/UWUNEWVB3JGF
0138.jpeg,Coursera
0138.jpeg,has
0138.jpeg,confirmed
0138.jpeg,the
0138.jpeg,identity
0138.jpeg,of
0138.jpeg,this
0138.jpeg,individual
0138.jpeg,and
0138.jpeg,their
0138.jpeg,participation
0138.jpeg,in
0138.jpeg,the
0138.jpeg,course.
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0138.jpeg, 
0139.jpeg,image
0139.jpeg,Online
0139.jpeg,PRIVATE
0139.jpeg,LIMITED
0139.jpeg,TO
0139.jpeg,WHOMSOEVER
0139.jpeg,IT
0139.jpeg,MAY
0139.jpeg,CONCERN
0139.jpeg,This
0139.jpeg,is
0139.jpeg,to
0139.jpeg,certify
0139.jpeg,that
0139.jpeg,Radhika
0139.jpeg,Pawar
0139.jpeg,from
0139.jpeg,K.
0139.jpeg,J.
0139.jpeg,Somaiya
0139.jpeg,Institute
0139.jpeg,of
0139.jpeg,Engineering
0139.jpeg,and
0139.jpeg,Information
0139.jpeg,"Technology,"
0139.jpeg,"Sion,"
0139.jpeg,Mumbai
0139.jpeg,completed
0139.jpeg,his
0139.jpeg,Mobile
0139.jpeg,app
0139.jpeg,development
0139.jpeg,training
0139.jpeg,and
0139.jpeg,internship
0139.jpeg,from
0139.jpeg,15th
0139.jpeg,"December,"
0139.jpeg,2022
0139.jpeg,to
0139.jpeg,15th
0139.jpeg,"January,"
0139.jpeg,2023
0139.jpeg,under
0139.jpeg,the
0139.jpeg,guidance
0139.jpeg,of
0139.jpeg,Mr.
0139.jpeg,Badal
0139.jpeg,Kotak.
0139.jpeg,During
0139.jpeg,the
0139.jpeg,current
0139.jpeg,tenure
0139.jpeg,with
0139.jpeg,Image
0139.jpeg,Online
0139.jpeg,Pvt.
0139.jpeg,"Ltd.,"
0139.jpeg,Radhika
0139.jpeg,Pawar
0139.jpeg,was
0139.jpeg,trained
0139.jpeg,on
0139.jpeg,basics
0139.jpeg,of
0139.jpeg,React
0139.jpeg,Native.
0139.jpeg,We
0139.jpeg,wish
0139.jpeg,Radhika
0139.jpeg,Pawar
0139.jpeg,best
0139.jpeg,of
0139.jpeg,luck
0139.jpeg,for
0139.jpeg,future
0139.jpeg,endeavours.
0139.jpeg,Yours
0139.jpeg,"Sincerely,"
0139.jpeg, 
0139.jpeg,Badal
0139.jpeg,Kotak
0139.jpeg,Director
0139.jpeg,Date:
0139.jpeg,05-02-2023
0139.jpeg,Place:
0139.jpeg,Mumbai
014.jpeg,Certificate
014.jpeg,no:
014.jpeg,UC-200b2876-63fd-4147-89c7-14a7b6564172
014.jpeg,U
014.jpeg,a
014.jpeg,e
014.jpeg,my
014.jpeg,Certificate
014.jpeg,url:
014.jpeg,ude.my/UC-200b2876-63fd-4147-89c7-14a7b6584172
014.jpeg,Reference
014.jpeg,Number:
014.jpeg,0004
014.jpeg,CERTIFICATE
014.jpeg,OF
014.jpeg,COMPLETION
014.jpeg,Bash
014.jpeg,Scripting
014.jpeg,and
014.jpeg,Shell
014.jpeg,Programming
014.jpeg,(Linux
014.jpeg,Command
014.jpeg,Line)
014.jpeg,Instructors
014.jpeg,Jason
014.jpeg,Cannon
014.jpeg,Priyanshu
014.jpeg,Singh
014.jpeg,Date
014.jpeg,Sept.
014.jpeg,"27,"
014.jpeg,2022
014.jpeg,Length
014.jpeg,2.5
014.jpeg,total
014.jpeg,hours
0140.jpeg,Certificate
0140.jpeg,no:
0140.jpeg,UC-4a3ddf71-7c01-4a64-8624-e713526ce79T
0140.jpeg,U
0140.jpeg,a
0140.jpeg,e
0140.jpeg,my
0140.jpeg,Certificate
0140.jpeg,url:
0140.jpeg,Reference
0140.jpeg,Number:
0140.jpeg,0004
0140.jpeg,CERTIFICATE
0140.jpeg,OF
0140.jpeg,COMPLETION
0140.jpeg,PySpark
0140.jpeg,&
0140.jpeg,AWS:
0140.jpeg,Master
0140.jpeg,Big
0140.jpeg,Data
0140.jpeg,With
0140.jpeg,PySpark
0140.jpeg,and
0140.jpeg,AWS
0140.jpeg,Instructors
0140.jpeg,Al
0140.jpeg,"Sciences,"
0140.jpeg,Al
0140.jpeg,Sciences
0140.jpeg,Team
0140.jpeg,Priyanshu
0140.jpeg,Singh3
0140.jpeg,Date
0140.jpeg,Nov.
0140.jpeg,"21,"
0140.jpeg,2022
0140.jpeg,Length
0140.jpeg,16.5
0140.jpeg,total
0140.jpeg,hours
0141.jpeg,image
0141.jpeg,Online
0141.jpeg,PRIVATE
0141.jpeg,LIMITED
0141.jpeg,TO
0141.jpeg,WHOMSOEVER
0141.jpeg,IT
0141.jpeg,MAY
0141.jpeg,CONCERN
0141.jpeg,This
0141.jpeg,is
0141.jpeg,to
0141.jpeg,certify
0141.jpeg,that
0141.jpeg,Rhushabh
0141.jpeg,Pradhan
0141.jpeg,from
0141.jpeg,K.
0141.jpeg,J.
0141.jpeg,Somaiya
0141.jpeg,Institute
0141.jpeg,of
0141.jpeg,Engineering
0141.jpeg,and
0141.jpeg,Information
0141.jpeg,"Technology,"
0141.jpeg,"Sion,"
0141.jpeg,Mumbai
0141.jpeg,completed
0141.jpeg,his
0141.jpeg,Mobile
0141.jpeg,app
0141.jpeg,development
0141.jpeg,training
0141.jpeg,and
0141.jpeg,internship
0141.jpeg,from
0141.jpeg,15th
0141.jpeg,"December,"
0141.jpeg,2022
0141.jpeg,to
0141.jpeg,15th
0141.jpeg,"January,"
0141.jpeg,2023
0141.jpeg,under
0141.jpeg,the
0141.jpeg,guidance
0141.jpeg,of
0141.jpeg,Mr.
0141.jpeg,Badal
0141.jpeg,Kotak.
0141.jpeg,During
0141.jpeg,the
0141.jpeg,current
0141.jpeg,tenure
0141.jpeg,with
0141.jpeg,Image
0141.jpeg,Online
0141.jpeg,Pvt.
0141.jpeg,"Ltd.,"
0141.jpeg,Rnushabh
0141.jpeg,Pradhan
0141.jpeg,was
0141.jpeg,trained
0141.jpeg,on
0141.jpeg,basics
0141.jpeg,of
0141.jpeg,React
0141.jpeg,Native.
0141.jpeg,We
0141.jpeg,wish
0141.jpeg,Rhushabh
0141.jpeg,Pradhan
0141.jpeg,best
0141.jpeg,of
0141.jpeg,luck
0141.jpeg,for
0141.jpeg,future
0141.jpeg,endeavours.
0141.jpeg,Yours
0141.jpeg,"Sincerely,"
0141.jpeg,Badal
0141.jpeg,Kotak
0141.jpeg,Director
0141.jpeg,Date:
0141.jpeg,05-02-2023
0141.jpeg,Place:
0141.jpeg,Mumbai
0141.jpeg, 
0142.jpeg, 
0142.jpeg, 
0142.jpeg,Cognizant
0142.jpeg,Academy
0142.jpeg,Certificate
0142.jpeg,of
0142.jpeg,Completion
0142.jpeg,awarded
0142.jpeg,to
0142.jpeg,Priyanshu
0142.jpeg,Singh
0142.jpeg,to
0142.jpeg,recognize
0142.jpeg,the
0142.jpeg,successful
0142.jpeg,completion
0142.jpeg,of
0142.jpeg,PySpark
0142.jpeg,-
0142.jpeg,Quiz
0142.jpeg,[201-Intermediate]
0142.jpeg,program
0142.jpeg,conducted
0142.jpeg,on
0142.jpeg,5/27/2022
0142.jpeg,bape
0142.jpeg,PUD
0142.jpeg,Felix
0142.jpeg,Weitzman
0142.jpeg,Global
0142.jpeg,Head
0142.jpeg,HR
0142.jpeg,Operations
0142.jpeg,and
0142.jpeg,Shared
0142.jpeg,Services
0142.jpeg, 
0142.jpeg, 
0143.jpeg,Aarcon
0143.jpeg,"25"""
0143.jpeg,"February,"
0143.jpeg,2023
0143.jpeg,PROJECT
0143.jpeg,COMPLETION
0143.jpeg,CERTIFICATE
0143.jpeg,This
0143.jpeg,is
0143.jpeg,to
0143.jpeg,certify
0143.jpeg,that
0143.jpeg,Mr.
0143.jpeg,Jay
0143.jpeg,Devang
0143.jpeg,Parikh
0143.jpeg,has
0143.jpeg,completed
0143.jpeg,his
0143.jpeg,internship
0143.jpeg,with
0143.jpeg,Arcon
0143.jpeg,Techsolutions
0143.jpeg,Pvt
0143.jpeg,Ltd.
0143.jpeg,He
0143.jpeg,was
0143.jpeg,associated
0143.jpeg,with
0143.jpeg,us
0143.jpeg,for
0143.jpeg,a
0143.jpeg,period
0143.jpeg,from
0143.jpeg,"17"""
0143.jpeg,"October,"
0143.jpeg,2022
0143.jpeg,to
0143.jpeg,"February,"
0143.jpeg,2023.
0143.jpeg,He
0143.jpeg,was
0143.jpeg,found
0143.jpeg,hardworking
0143.jpeg,&
0143.jpeg,sincere
0143.jpeg,during
0143.jpeg,his
0143.jpeg,tenure.
0143.jpeg,Weat
0143.jpeg,Arcon
0143.jpeg,Tech
0143.jpeg,Solutions
0143.jpeg,Pvt.
0143.jpeg,Ltd.
0143.jpeg,wish
0143.jpeg,him
0143.jpeg,all
0143.jpeg,the
0143.jpeg,best
0143.jpeg,in
0143.jpeg,his
0143.jpeg,future
0143.jpeg,endeavors.
0143.jpeg,Sincerely
0143.jpeg,For
0143.jpeg,Arcon
0143.jpeg,Tech
0143.jpeg,Solutions
0143.jpeg,Pvt.
0143.jpeg,Ltd.
0143.jpeg,Authorized
0143.jpeg,Signatory
0143.jpeg,ARCON
0143.jpeg,Techsolutions
0143.jpeg,Pvt.
0143.jpeg,Ltd
0143.jpeg,"901,"
0143.jpeg,Kamla
0143.jpeg,Executive
0143.jpeg,"Park,"
0143.jpeg,Off
0143.jpeg,Andheri-Kurla
0143.jpeg,"Road,"
0143.jpeg,J.B.
0143.jpeg,"Nagar,"
0143.jpeg,Andheri
0143.jpeg,(E)
0143.jpeg,Mumbai-400059
0143.jpeg,Tel.
0143.jpeg,+912242215300
0143.jpeg,Fax.
0143.jpeg,+912242215303
0143.jpeg,info@arconnet.com
0143.jpeg,Wwww.arconnet.com
0143.jpeg,(CIN:
0143.jpeg,U74999MH2009PTC190703)
0143.jpeg,Predict
0143.jpeg,|
0143.jpeg,Protect
0143.jpeg,|
0143.jpeg,Prevent
0144.jpeg,Certificate
0144.jpeg,no:
0144.jpeg,UC-38245b28-cc64-4712-b3eb-0833f3fbc9d
0144.jpeg,U
0144.jpeg,a
0144.jpeg,e
0144.jpeg,mM
0144.jpeg,Certificate
0144.jpeg,url:
0144.jpeg,ude.my/UC-38245b28-cc64-4712-b3eb-0833f3tbc9d
0144.jpeg,Reference
0144.jpeg,Number:
0144.jpeg,0004
0144.jpeg,CERTIFICATE
0144.jpeg,OF
0144.jpeg,COMPLETION
0144.jpeg,Spark
0144.jpeg,and
0144.jpeg,Python
0144.jpeg,for
0144.jpeg,Big
0144.jpeg,Data
0144.jpeg,with
0144.jpeg,PySpark
0144.jpeg,Instructors
0144.jpeg,Jose
0144.jpeg,Portilla
0144.jpeg,Priyanshu
0144.jpeg,Singh
0144.jpeg,Date
0144.jpeg,April
0144.jpeg,"12,"
0144.jpeg,2022
0144.jpeg,Length
0144.jpeg,10.5
0144.jpeg,total
0144.jpeg,hours
0145.jpeg,Ors
0145.jpeg,SOMAIYA
0145.jpeg,|
0145.jpeg,=
0145.jpeg,T
0145.jpeg,The
0145.jpeg,Institution
0145.jpeg,of
0145.jpeg,s
0145.jpeg,VIDYAVIHAR
0145.jpeg,Engineering
0145.jpeg,and
0145.jpeg,Technology
0145.jpeg,“ye
0145.jpeg,iS
0145.jpeg,K
0145.jpeg,J
0145.jpeg,Somaiya
0145.jpeg,Institute
0145.jpeg,of
0145.jpeg,Technology
0145.jpeg,Participation
0145.jpeg,Certificate
0145.jpeg,oF
0145.jpeg,Jay
0145.jpeg,Munjapara
0145.jpeg,has
0145.jpeg,participated
0145.jpeg,in
0145.jpeg,National
0145.jpeg,Level
0145.jpeg,Poster
0145.jpeg,cum
0145.jpeg,Project
0145.jpeg,Competition
0145.jpeg,“KJSIT-IET-INTECH
0145.jpeg,2K23”
0145.jpeg,organized
0145.jpeg,by
0145.jpeg,K
0145.jpeg,J
0145.jpeg,Somaiya
0145.jpeg,Institute
0145.jpeg,of
0145.jpeg,"Technology,"
0145.jpeg,"Sion,"
0145.jpeg,Mumbai
0145.jpeg,in
0145.jpeg,association
0145.jpeg,with
0145.jpeg,The
0145.jpeg,Institution
0145.jpeg,of
0145.jpeg,Engineering
0145.jpeg,and
0145.jpeg,"Technology,"
0145.jpeg,Mumbai
0145.jpeg,Local
0145.jpeg,Network
0145.jpeg, 
0145.jpeg,on
0145.jpeg,March
0145.jpeg,"25,"
0145.jpeg,2023
0145.jpeg,pee
0145.jpeg,Mr.
0145.jpeg,Vikrant
0145.jpeg,Sankhe
0145.jpeg,Dr.
0145.jpeg,Sunita
0145.jpeg,Patil
0145.jpeg,Dr.
0145.jpeg,Suresh
0145.jpeg,Ukarande
0145.jpeg,"Chairman,"
0145.jpeg,IET
0145.jpeg,Mumbai
0145.jpeg,LN
0145.jpeg,Vice
0145.jpeg,"Principal,"
0145.jpeg,KJSIEIT
0145.jpeg,"Principal,"
0145.jpeg,KJSIEIT
0145.jpeg, 
0146.jpeg,Certificate
0146.jpeg,no:
0146.jpeg,UC-c3b4e93c-92dd-4b0c-ab0e
0146.jpeg,-f68321d02063
0146.jpeg,U
0146.jpeg,a
0146.jpeg,e
0146.jpeg,mM
0146.jpeg,Certificate
0146.jpeg,url:
0146.jpeg,ude.my/UC-c3b4e93c-92dd-4b0c-ab0e-f68321d02063
0146.jpeg,Reference
0146.jpeg,Number:
0146.jpeg,0004
0146.jpeg,CERTIFICATE
0146.jpeg,OF
0146.jpeg,COMPLETION
0146.jpeg,The
0146.jpeg,Python
0146.jpeg,Bible™
0146.jpeg,|
0146.jpeg,Everything
0146.jpeg,You
0146.jpeg,Need
0146.jpeg,to
0146.jpeg,Program
0146.jpeg,in
0146.jpeg,Python
0146.jpeg,Instructors
0146.jpeg,Ziyad
0146.jpeg,"Yehia,"
0146.jpeg,Internet
0146.jpeg,of
0146.jpeg,Things
0146.jpeg,Academy
0146.jpeg,Priyanshu
0146.jpeg,Singh
0146.jpeg,Date
0146.jpeg,April
0146.jpeg,"25,"
0146.jpeg,2022
0146.jpeg,Length
0146.jpeg,9
0146.jpeg,total
0146.jpeg,hours
0147.jpeg,AWS
0147.jpeg,academy
0147.jpeg,7
0147.jpeg,KARTIK
0147.jpeg,SHAHANE
0147.jpeg,AWS
0147.jpeg,Academy
0147.jpeg,Graduate
0147.jpeg,-
0147.jpeg,AWS
0147.jpeg,Academy
0147.jpeg,Introduction
0147.jpeg,to
0147.jpeg,Cloud
0147.jpeg,Semester
0147.jpeg,1
0147.jpeg,Course
0147.jpeg,hours
0147.jpeg,completed
0147.jpeg,60
0147.jpeg,hours
0147.jpeg,Issued
0147.jpeg,on
0147.jpeg,04/19/2023
0147.jpeg,Digital
0147.jpeg,badge
0148.jpeg,udemy
0148.jpeg,CERTIFICATE
0148.jpeg,OF
0148.jpeg,COMPLETION
0148.jpeg,Complete
0148.jpeg,Python
0148.jpeg,Programming
0148.jpeg,Masterclass
0148.jpeg,Beginner
0148.jpeg,to
0148.jpeg,Advanced
0148.jpeg,Instructors
0148.jpeg,Kyle
0148.jpeg,Pew
0148.jpeg,Priyanshu
0148.jpeg,Singh2
0148.jpeg,Date
0148.jpeg,Jan.
0148.jpeg,"30,"
0148.jpeg,2022
0148.jpeg,Length
0148.jpeg,7
0148.jpeg,total
0148.jpeg,hours
0149.jpeg, 
0149.jpeg,KJ
0149.jpeg,Somaiya
0149.jpeg,Institute
0149.jpeg,of
0149.jpeg,Engineering
0149.jpeg,and
0149.jpeg,Information
0149.jpeg,Technology”
0149.jpeg,Somaiya
0149.jpeg,Vidyavihar
0149.jpeg,it
0149.jpeg,if
0149.jpeg,"i,"
0149.jpeg,(F.No.
0149.jpeg,740-89-038(NDEG)/
0149.jpeg,ET/
0149.jpeg,2001)
0149.jpeg,fly
0149.jpeg,Affiliated
0149.jpeg,to
0149.jpeg,University
0149.jpeg,of
0149.jpeg,"Mumbai,"
0149.jpeg,Approved
0149.jpeg,by
0149.jpeg,D.T-E.
0149.jpeg,&
0149.jpeg,"ALC.T.E,"
0149.jpeg,0-89-(
0149.jpeg,ha
0149.jpeg,"Engineering,"
0149.jpeg,Electronics
0149.jpeg,&
0149.jpeg,Telecommunication
0149.jpeg,Engineering
0149.jpeg,&
0149.jpeg,Electronics
0149.jpeg,Engineering)
0149.jpeg,NAAC
0149.jpeg,Accredited
0149.jpeg,Institute
0149.jpeg,with
0149.jpeg,“A”
0149.jpeg,Grade
0149.jpeg,and
0149.jpeg,3.21
0149.jpeg,CGPA
0149.jpeg,from
0149.jpeg,2017
0149.jpeg,to
0149.jpeg,2022
0149.jpeg,Ref.:
0149.jpeg,KJSTEIT/SW/SC/2021-22/14
0149.jpeg,8th
0149.jpeg,November
0149.jpeg,2021
0149.jpeg,It
0149.jpeg,is
0149.jpeg,with
0149.jpeg,utmost
0149.jpeg,pleasure
0149.jpeg,that
0149.jpeg,we
0149.jpeg,2
0149.jpeg,present
0149.jpeg,this
0149.jpeg,Letter
0149.jpeg,of.
0149.jpeg,Appreciation
0149.jpeg,to
0149.jpeg,Mr
0149.jpeg,/Miss.
0149.jpeg,Jay
0149.jpeg,Munjapara
0149.jpeg,Jor
0149.jpeg,exhibition
0149.jpeg,of
0149.jpeg,exemplary
0149.jpeg,Leadership
0149.jpeg,and.
0149.jpeg,Management
0149.jpeg,skills
0149.jpeg,as
0149.jpeg,the
0149.jpeg,Assistant
0149.jpeg,Contingent
0149.jpeg,Leader
0149.jpeg,of
0149.jpeg,Students’
0149.jpeg,Council
0149.jpeg,2020-21
0149.jpeg,&
0149.jpeg,for
0149.jpeg,the
0149.jpeg,Cultural
0149.jpeg,and
0149.jpeg,Sports
0149.jpeg,Festivals
0149.jpeg,Si
0149.jpeg,urge
0149.jpeg,&
0149.jpeg,Score
0149.jpeg,2021
0149.jpeg,We
0149.jpeg,applaud
0149.jpeg,‘your
0149.jpeg,dedication
0149.jpeg,and
0149.jpeg,congratulate
0149.jpeg,you
0149.jpeg,on
0149.jpeg,a
0149.jpeg,job
0149.jpeg,well
0149.jpeg,done.
0149.jpeg,Wee
0149.jpeg,Dr.
0149.jpeg,Suresh
0149.jpeg,Ukarande
0149.jpeg,(Principal)
0149.jpeg,Ea
0149.jpeg,Somaiya
0149.jpeg,Ayurvihar
0149.jpeg,"Complex,"
0149.jpeg,Eastern
0149.jpeg,Express
0149.jpeg,"Highway,"
0149.jpeg,Sion
0149.jpeg,"(East),"
0149.jpeg,Mumbai-
0149.jpeg,"400'022,"
0149.jpeg,India.
0149.jpeg,T
0149.jpeg,RU
0149.jpeg,S&S
0149.jpeg,T
0149.jpeg,Telephone:
0149.jpeg,(91-22)
0149.jpeg,"24061404,"
0149.jpeg,24061405
0149.jpeg,Fax:
0149.jpeg,(91-22)
0149.jpeg,24028804
0149.jpeg,email:
0149.jpeg,principal.tech@somaiya.edu
0149.jpeg,Web:
0149.jpeg,www.somaiya.edu/kjsicit
015.jpeg,Ors
015.jpeg,SOMAIYA
015.jpeg,|
015.jpeg,=
015.jpeg,T
015.jpeg,The
015.jpeg,Institution
015.jpeg,of
015.jpeg,s
015.jpeg,VIDYAVIHAR
015.jpeg,Engineering
015.jpeg,and
015.jpeg,Technology
015.jpeg,“ye
015.jpeg,iS
015.jpeg,K
015.jpeg,J
015.jpeg,Somaiya
015.jpeg,Institute
015.jpeg,of
015.jpeg,Technology
015.jpeg,Participation
015.jpeg,Certificate
015.jpeg,oF
015.jpeg,Deep
015.jpeg,Dhar
015.jpeg,has
015.jpeg,participated
015.jpeg,in
015.jpeg,National
015.jpeg,Level
015.jpeg,Poster
015.jpeg,cum
015.jpeg,Project
015.jpeg,Competition
015.jpeg,“KJSIT-IET-INTECH
015.jpeg,2K23”
015.jpeg,organized
015.jpeg,by
015.jpeg,K
015.jpeg,J
015.jpeg,Somaiya
015.jpeg,Institute
015.jpeg,of
015.jpeg,"Technology,"
015.jpeg,"Sion,"
015.jpeg,Mumbai
015.jpeg,in
015.jpeg,association
015.jpeg,with
015.jpeg,The
015.jpeg,Institution
015.jpeg,of
015.jpeg,Engineering
015.jpeg,and
015.jpeg,"Technology,"
015.jpeg,Mumbai
015.jpeg,Local
015.jpeg,Network
015.jpeg, 
015.jpeg,on
015.jpeg,March
015.jpeg,"25,"
015.jpeg,2023
015.jpeg,pee
015.jpeg,Mr.
015.jpeg,Vikrant
015.jpeg,Sankhe
015.jpeg,Dr.
015.jpeg,Sunita
015.jpeg,Patil
015.jpeg,Dr.
015.jpeg,Suresh
015.jpeg,Ukarande
015.jpeg,"Chairman,"
015.jpeg,IET
015.jpeg,Mumbai
015.jpeg,LN
015.jpeg,Vice
015.jpeg,"Principal,"
015.jpeg,KJSIEIT
015.jpeg,"Principal,"
015.jpeg,KJSIEIT
015.jpeg, 
0150.jpeg,Certificate
0150.jpeg,no:
0150.jpeg,UC-886662e3-2ba2-499a-b3f3-86521d722b9b
0150.jpeg,U
0150.jpeg,a
0150.jpeg,e
0150.jpeg,mM
0150.jpeg,Certificate
0150.jpeg,url:
0150.jpeg,ude.my/UC-886662e3-2ba2-4.99a-b3f3-86521d722b9b
0150.jpeg,Reference
0150.jpeg,Number:
0150.jpeg,0004
0150.jpeg,CERTIFICATE
0150.jpeg,OF
0150.jpeg,COMPLETION
0150.jpeg,2022
0150.jpeg,Complete
0150.jpeg,Python
0150.jpeg,Bootcamp
0150.jpeg,From
0150.jpeg,Zero
0150.jpeg,to
0150.jpeg,Hero
0150.jpeg,in
0150.jpeg,Python
0150.jpeg,Instructors
0150.jpeg,Jose
0150.jpeg,Portilla
0150.jpeg,Priyanshu
0150.jpeg,Singh
0150.jpeg,Date
0150.jpeg,Feb.
0150.jpeg,"17,"
0150.jpeg,2022
0150.jpeg,Length
0150.jpeg,22
0150.jpeg,total
0150.jpeg,hours
0151.jpeg,SOMATYA
0151.jpeg, 
0151.jpeg,sVIDYAVIHAR
0151.jpeg,4S
0151.jpeg,fe
0151.jpeg,———
0151.jpeg,ee
0151.jpeg,8
0151.jpeg,Fa
0151.jpeg,Vie
0151.jpeg,K
0151.jpeg,J
0151.jpeg,Somaiya
0151.jpeg,Institute
0151.jpeg,of
0151.jpeg,Engineering
0151.jpeg,&
0151.jpeg,Information
0151.jpeg,Technology
0151.jpeg,An
0151.jpeg,Autonomous
0151.jpeg,Institute
0151.jpeg,permanently
0151.jpeg,affiliated
0151.jpeg,to
0151.jpeg,University
0151.jpeg,of
0151.jpeg,Mumbai.
0151.jpeg,Ref:
0151.jpeg,KISIEIT/
0151.jpeg,COMP/22-23/STU/123
0151.jpeg,Date:
0151.jpeg,"15"""
0151.jpeg,October
0151.jpeg,2022
0151.jpeg,Letter
0151.jpeg,of
0151.jpeg,Appreciation
0151.jpeg,This
0151.jpeg,Letter
0151.jpeg,of
0151.jpeg,Appreciation
0151.jpeg,is
0151.jpeg,presented
0151.jpeg,with
0151.jpeg,gratitude
0151.jpeg,for
0151.jpeg,the
0151.jpeg,exemplary
0151.jpeg,efforts
0151.jpeg,of
0151.jpeg,Jay
0151.jpeg,"Munjapara,"
0151.jpeg,last
0151.jpeg,year
0151.jpeg,student
0151.jpeg,of
0151.jpeg,the
0151.jpeg,Computer
0151.jpeg,Engineering
0151.jpeg,Department.
0151.jpeg,The
0151.jpeg,department
0151.jpeg,is
0151.jpeg,proud
0151.jpeg,to
0151.jpeg,acknowledge
0151.jpeg,his
0151.jpeg,accomplishment
0151.jpeg,of
0151.jpeg,winning
0151.jpeg,his
0151.jpeg,team
0151.jpeg,with
0151.jpeg,the
0151.jpeg,First
0151.jpeg,rank
0151.jpeg,in
0151.jpeg,the
0151.jpeg,national
0151.jpeg,level
0151.jpeg,project
0151.jpeg,competition
0151.jpeg,Smart
0151.jpeg,India
0151.jpeg,Hackathon
0151.jpeg,"2022,"
0151.jpeg,with
0151.jpeg,prize
0151.jpeg,money
0151.jpeg,of
0151.jpeg,Rs.
0151.jpeg,"50,000/-."
0151.jpeg,It
0151.jpeg,was
0151.jpeg,due
0151.jpeg,to
0151.jpeg,his
0151.jpeg,team’s
0151.jpeg,tenacity
0151.jpeg,and
0151.jpeg,dedication
0151.jpeg,that
0151.jpeg,they
0151.jpeg,were
0151.jpeg,able
0151.jpeg,to
0151.jpeg,bag
0151.jpeg,this
0151.jpeg,"laurel,"
0151.jpeg,bringing
0151.jpeg,pride
0151.jpeg,to
0151.jpeg,the
0151.jpeg,institute
0151.jpeg,at
0151.jpeg,large.
0151.jpeg,We
0151.jpeg,extend
0151.jpeg,our
0151.jpeg,finest
0151.jpeg,wishes
0151.jpeg,for
0151.jpeg,his
0151.jpeg,bright
0151.jpeg,future
0151.jpeg,escalating
0151.jpeg,better
0151.jpeg,heights
0151.jpeg,in
0151.jpeg,his
0151.jpeg,career.
0151.jpeg,qu
0151.jpeg,Dr.
0151.jpeg,Sarita
0151.jpeg,Ambadekar
0151.jpeg,Head
0151.jpeg,of
0151.jpeg,Department
0151.jpeg,Department
0151.jpeg,of
0151.jpeg,Computer
0151.jpeg,Engineering
0151.jpeg,Dr.
0151.jpeg,Suresh
0151.jpeg,K.
0151.jpeg,Ukarande
0151.jpeg,Principal
0151.jpeg,K
0151.jpeg,J
0151.jpeg,Somaiya
0151.jpeg,Institute
0151.jpeg,of
