id,text,tag
0135.jpeg,"Ltd.,",I-COI
0135.jpeg,Krishna,B-STU
0135.jpeg,Rudani,I-STU
0135.jpeg,was,B-DES
0135.jpeg,trained,I-DES
0135.jpeg,on,I-DES
0135.jpeg,basics,I-DES
0135.jpeg,of,I-DES
0135.jpeg,React,I-DES
0135.jpeg,Native.,I-DES
0135.jpeg,We,I-DES
0135.jpeg,wish,I-DES
0135.jpeg,Krishna,B-STU
0135.jpeg,Rudani,I-STU
0135.jpeg,best,I-DES
0135.jpeg,of,I-DES
0135.jpeg,luck,I-DES
0135.jpeg,for,I-DES
0135.jpeg,future,I-DES
0135.jpeg,endeavours.,I-DES
0135.jpeg,Yours,I-DES
0135.jpeg,"Sincerely,",I-DES
0135.jpeg,,O
0135.jpeg,Badal,B-NCER
0135.jpeg,Kotak,I-NCER
0135.jpeg,Director,I-NCER
0135.jpeg,Date:,B-DAT
0135.jpeg,########,I-DAT
0135.jpeg,Place:,I-DES
0135.jpeg,Mumbai,I-DES
0136.jpeg,,O
0136.jpeg,Ww,O
0136.jpeg,INTERNSHALA,B-COI
0136.jpeg,TRAININGS,I-COI
0136.jpeg,Certificate,B-TYP
0136.jpeg,of,I-TYP
0136.jpeg,Training,I-TYP
0136.jpeg,Priyanshu,B-STU
0136.jpeg,"Singh,",I-STU
0136.jpeg,student,B-DES
0136.jpeg,of,I-DES
0136.jpeg,Chandigarh,I-DES
0136.jpeg,"University,",I-DES
0136.jpeg,has,I-DES
0136.jpeg,successfully,I-DES
0136.jpeg,completed,I-DES
0136.jpeg,a,I-DES
0136.jpeg,six,I-DES
0136.jpeg,weeks,I-DES
0136.jpeg,online,I-DES
0136.jpeg,training,I-DES
0136.jpeg,on,I-DES
0136.jpeg,Programming,I-DES
0136.jpeg,with,I-DES
0136.jpeg,Python.,I-DES
0136.jpeg,The,I-DES
0136.jpeg,training,I-DES
0136.jpeg,consisted,I-DES
0136.jpeg,of,I-DES
0136.jpeg,Introduction,I-DES
0136.jpeg,to,I-DES
0136.jpeg,"Python,",I-DES
0136.jpeg,Using,I-DES
0136.jpeg,Variables,I-DES
0136.jpeg,in,I-DES
0136.jpeg,"Python,",I-DES
0136.jpeg,Basics,I-DES
0136.jpeg,of,I-DES
0136.jpeg,Programming,I-DES
0136.jpeg,in,I-DES
0136.jpeg,"Python,",I-DES
0136.jpeg,Principles,I-DES
0136.jpeg,of,I-DES
0136.jpeg,Object-oriented,I-DES
0136.jpeg,Programming,I-DES
0136.jpeg,"(OOP),",I-DES
0136.jpeg,Connecting,I-DES
0136.jpeg,to,I-DES
0136.jpeg,SQLite,I-DES
0136.jpeg,"Database,",I-DES
0136.jpeg,Developing,I-DES
0136.jpeg,a,I-DES
0136.jpeg,GUI,I-DES
0136.jpeg,with,I-DES
0136.jpeg,PyQT,I-DES
0136.jpeg,and,I-DES
0136.jpeg,Application,I-DES
0136.jpeg,of,I-DES
0136.jpeg,Python,I-DES
0136.jpeg,in,I-DES
0136.jpeg,Various,I-DES
0136.jpeg,Disciplines,I-DES
0136.jpeg,modules.,I-DES
0136.jpeg,Priyanshu,B-STU
0136.jpeg,scored,I-DES
0136.jpeg,1,I-DES
0136.jpeg,marks,I-DES
0136.jpeg,in,I-DES
0136.jpeg,the,I-DES
0136.jpeg,final,I-DES
0136.jpeg,assessment,I-DES
0136.jpeg,andis,I-DES
0136.jpeg,a,I-DES
0136.jpeg,top,I-DES
0136.jpeg,performer,I-DES
0136.jpeg,in,I-DES
0136.jpeg,the,I-DES
0136.jpeg,training.,I-DES
0136.jpeg,We,I-DES
0136.jpeg,wish,I-DES
0136.jpeg,Priyanshu,B-STU
0136.jpeg,all,I-DES
0136.jpeg,the,I-DES
0136.jpeg,best,I-DES
0136.jpeg,for,I-DES
0136.jpeg,the,I-DES
0136.jpeg,future.,I-DES
0136.jpeg,—,I-DES
0136.jpeg,Sarvesh,B-NCER
0136.jpeg,Agarwal,I-NCER
0136.jpeg,FOUNDER,I-NCER
0136.jpeg,&,I-NCER
0136.jpeg,"CEO,",I-NCER
0136.jpeg,INTERNSHALA,I-NCER
0136.jpeg,Date,B-DAT
0136.jpeg,of,I-DAT
0136.jpeg,certification:,I-DAT
0136.jpeg,########,O
0136.jpeg,Certificate,B-DES
0136.jpeg,no.,I-DES
0136.jpeg,:,I-DES
0136.jpeg,DF6F6496-3C5F-932A-E62A-AADC3B72B9BD,I-DES
0136.jpeg,For,I-DES
0136.jpeg,certificate,I-DES
0136.jpeg,"authentication,",I-DES
0136.jpeg,please,I-DES
0136.jpeg,visit,I-DES
0136.jpeg,https://trainings.internshala.com/verify_certificate,I-DES
0136.jpeg,,O
0136.jpeg,,O
0137.jpeg,image,B-COI
0137.jpeg,Online,I-COI
0137.jpeg,PRIVATE,I-COI
0137.jpeg,LIMITED,I-COI
0137.jpeg,TO,B-DES
0137.jpeg,WHOMSOEVER,I-DES
0137.jpeg,IT,I-DES
0137.jpeg,MAY,I-DES
0137.jpeg,CONCERN,I-DES
0137.jpeg,This,I-DES
0137.jpeg,is,I-DES
0137.jpeg,to,I-DES
0137.jpeg,certify,I-DES
0137.jpeg,that,I-DES
0137.jpeg,Mohammad,B-STU
0137.jpeg,Jaan,I-STU
0137.jpeg,Mulani,I-STU
0137.jpeg,from,B-DES
0137.jpeg,K.,I-DES
0137.jpeg,J.,I-DES
0137.jpeg,Somaiya,I-DES
0137.jpeg,Institute,I-DES
0137.jpeg,of,I-DES
0137.jpeg,Engineering,I-DES
0137.jpeg,and,I-DES
0137.jpeg,Information,I-DES
0137.jpeg,"Technology,",I-DES
0137.jpeg,"Sion,",I-DES
0137.jpeg,Mumbai,I-DES
0137.jpeg,completed,I-DES
0137.jpeg,his,I-DES
0137.jpeg,Mobile,I-DES
0137.jpeg,app,I-DES
0137.jpeg,development,I-DES
0137.jpeg,training,I-DES
0137.jpeg,and,I-DES
0137.jpeg,internship,I-DES
0137.jpeg,from,I-DES
0137.jpeg,15th,B-DAT
0137.jpeg,"December,",I-DAT
0137.jpeg,2022,I-DAT
0137.jpeg,to,I-DAT
0137.jpeg,15th,I-DAT
0137.jpeg,"January,",I-DAT
0137.jpeg,2023,I-DAT
0137.jpeg,under,B-DES
0137.jpeg,the,I-DES
0137.jpeg,guidance,I-DES
0137.jpeg,of,I-DES
0137.jpeg,Mr.,I-DES
0137.jpeg,Badal,I-DES
0137.jpeg,Kotak.,I-DES
0137.jpeg,During,I-DES
0137.jpeg,the,I-DES
0137.jpeg,current,I-DES
0137.jpeg,tenure,I-DES
0137.jpeg,with,I-DES
0137.jpeg,Image,B-COI
0137.jpeg,Online,I-COI
0137.jpeg,Pvt.,I-COI
0137.jpeg,"Ltd.,",I-COI
0137.jpeg,Mohammad,B-STU
0137.jpeg,Jaan,I-STU
0137.jpeg,Mulani,I-STU
0137.jpeg,was,B-DES
0137.jpeg,trained,I-DES
0137.jpeg,on,I-DES
0137.jpeg,basics,I-DES
0137.jpeg,of,I-DES
0137.jpeg,React,I-DES
0137.jpeg,Native.,I-DES
0137.jpeg,We,I-DES
0137.jpeg,wish,I-DES
0137.jpeg,Mohammad,B-STU
0137.jpeg,Jaan,I-STU
0137.jpeg,Mulani,I-STU
0137.jpeg,best,I-DES
0137.jpeg,of,I-DES
0137.jpeg,luck,I-DES
0137.jpeg,for,I-DES
0137.jpeg,future,I-DES
0137.jpeg,endeavours.,I-DES
0137.jpeg,Yours,I-DES
0137.jpeg,"Sincerely,",I-DES
0137.jpeg,Badal,B-NCER
0137.jpeg,Kotak,I-NCER
0137.jpeg,Director,I-NCER
0137.jpeg,Date:,B-DAT
0137.jpeg,########,O
0137.jpeg,Place:,B-DES
0137.jpeg,Mumbai,I-DES
0137.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,@,B-COI
0138.jpeg,THE,I-COI
0138.jpeg,HONG,I-COI
0138.jpeg,KONG,I-COI
0138.jpeg,ww,I-COI
0138.jpeg,UNIVERSITY,I-COI
0138.jpeg,OF,I-COI
0138.jpeg,SCIENCE,I-COI
0138.jpeg,AND,I-COI
0138.jpeg,TECHNOLOGY,I-COI
0138.jpeg,43999,B-DAT
0138.jpeg,Priyanshu,B-STU
0138.jpeg,Singh,I-STU
0138.jpeg,has,B-DES
0138.jpeg,successfully,I-DES
0138.jpeg,completed,I-DES
0138.jpeg,Protecting,I-DES
0138.jpeg,Business,I-DES
0138.jpeg,Innovations,I-DES
0138.jpeg,via,I-DES
0138.jpeg,Patent,I-DES
0138.jpeg,an,I-DES
0138.jpeg,online,I-DES
0138.jpeg,non-credit,I-DES
0138.jpeg,course,I-DES
0138.jpeg,authorized,I-DES
0138.jpeg,by,I-DES
0138.jpeg,The,I-DES
0138.jpeg,Hong,I-DES
0138.jpeg,Kong,I-DES
0138.jpeg,University,I-DES
0138.jpeg,of,I-DES
0138.jpeg,Science,I-DES
0138.jpeg,and,I-DES
0138.jpeg,Technology,I-DES
0138.jpeg,and,I-DES
0138.jpeg,offered,I-DES
0138.jpeg,through,I-DES
0138.jpeg,Coursera,I-DES
0138.jpeg,Seton,I-DES
0138.jpeg,Prof.,I-DES
0138.jpeg,Theodore,I-DES
0138.jpeg,Henry,I-DES
0138.jpeg,King,I-DES
0138.jpeg,CLARK,I-DES
0138.jpeg,Associate,I-DES
0138.jpeg,Professor,I-DES
0138.jpeg,of,I-DES
0138.jpeg,Information,I-DES
0138.jpeg,"Systems,",I-DES
0138.jpeg,Business,I-DES
0138.jpeg,Statistics,I-DES
0138.jpeg,and,I-DES
0138.jpeg,Operations,I-DES
0138.jpeg,Management,I-DES
0138.jpeg,Department,I-DES
0138.jpeg,Hong,I-DES
0138.jpeg,Kong,I-DES
0138.jpeg,University,I-DES
0138.jpeg,of,I-DES
0138.jpeg,Science,I-DES
0138.jpeg,and,I-DES
0138.jpeg,Technology,I-DES
0138.jpeg,COURSE,B-TYP
0138.jpeg,CERTIFICATE,I-TYP
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,Verify,B-DES
0138.jpeg,at,I-DES
0138.jpeg,coursera.org/verify,I-DES
0138.jpeg,/UWUNEWVB3JGF,I-DES
0138.jpeg,Coursera,I-DES
0138.jpeg,has,I-DES
0138.jpeg,confirmed,I-DES
0138.jpeg,the,I-DES
0138.jpeg,identity,I-DES
0138.jpeg,of,I-DES
0138.jpeg,this,I-DES
0138.jpeg,individual,I-DES
0138.jpeg,and,I-DES
0138.jpeg,their,I-DES
0138.jpeg,participation,I-DES
0138.jpeg,in,I-DES
0138.jpeg,the,I-DES
0138.jpeg,course.,I-DES
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0138.jpeg,,O
0139.jpeg,image,B-COI
0139.jpeg,Online,I-COI
0139.jpeg,PRIVATE,I-COI
0139.jpeg,LIMITED,I-COI
0139.jpeg,TO,B-DES
0139.jpeg,WHOMSOEVER,I-DES
0139.jpeg,IT,I-DES
0139.jpeg,MAY,I-DES
0139.jpeg,CONCERN,I-DES
0139.jpeg,This,I-DES
0139.jpeg,is,I-DES
0139.jpeg,to,I-DES
0139.jpeg,certify,I-DES
0139.jpeg,that,I-DES
0139.jpeg,Radhika,B-STU
0139.jpeg,Pawar,I-STU
0139.jpeg,from,I-STU
0139.jpeg,K.,B-DES
0139.jpeg,J.,I-DES
0139.jpeg,Somaiya,I-DES
0139.jpeg,Institute,I-DES
0139.jpeg,of,I-DES
0139.jpeg,Engineering,I-DES
0139.jpeg,and,I-DES
0139.jpeg,Information,I-DES
0139.jpeg,"Technology,",I-DES
0139.jpeg,"Sion,",I-DES
0139.jpeg,Mumbai,I-DES
0139.jpeg,completed,I-DES
0139.jpeg,his,I-DES
0139.jpeg,Mobile,I-DES
0139.jpeg,app,I-DES
0139.jpeg,development,I-DES
0139.jpeg,training,I-DES
0139.jpeg,and,I-DES
0139.jpeg,internship,I-DES
0139.jpeg,from,I-DES
0139.jpeg,15th,B-DAT
0139.jpeg,"December,",I-DAT
0139.jpeg,2022,I-DAT
0139.jpeg,to,I-DAT
0139.jpeg,15th,I-DAT
0139.jpeg,"January,",I-DAT
0139.jpeg,2023,I-DAT
0139.jpeg,under,B-DES
0139.jpeg,the,I-DES
0139.jpeg,guidance,I-DES
0139.jpeg,of,I-DES
0139.jpeg,Mr.,I-DES
0139.jpeg,Badal,I-DES
0139.jpeg,Kotak.,I-DES
0139.jpeg,During,I-DES
0139.jpeg,the,I-DES
0139.jpeg,current,I-DES
0139.jpeg,tenure,I-DES
0139.jpeg,with,I-DES
0139.jpeg,Image,B-COI
0139.jpeg,Online,I-COI
0139.jpeg,Pvt.,I-COI
0139.jpeg,"Ltd.,",I-COI
0139.jpeg,Radhika,B-STU
0139.jpeg,Pawar,I-STU
0139.jpeg,was,B-DES
0139.jpeg,trained,I-DES
0139.jpeg,on,I-DES
0139.jpeg,basics,I-DES
0139.jpeg,of,I-DES
0139.jpeg,React,I-DES
0139.jpeg,Native.,I-DES
0139.jpeg,We,I-DES
0139.jpeg,wish,I-DES
0139.jpeg,Radhika,B-STU
0139.jpeg,Pawar,I-STU
0139.jpeg,best,I-STU
0139.jpeg,of,I-DES
0139.jpeg,luck,I-DES
0139.jpeg,for,I-DES
0139.jpeg,future,I-DES
0139.jpeg,endeavours.,I-DES
0139.jpeg,Yours,I-DES
0139.jpeg,"Sincerely,",I-DES
0139.jpeg,,I-DES
0139.jpeg,Badal,B-NCER
0139.jpeg,Kotak,I-NCER
0139.jpeg,Director,I-NCER
0139.jpeg,Date:,B-DAT
0139.jpeg,########,O
0139.jpeg,Place:,B-DES
0139.jpeg,Mumbai,I-DES
014.jpeg,Certificate,B-DES
014.jpeg,no:,I-DES
014.jpeg,UC-200b2876-63fd-4147-89c7-14a7b6564172,I-DES
014.jpeg,U,B-COI
014.jpeg,a,I-COI
014.jpeg,e,I-COI
014.jpeg,my,B-DES
014.jpeg,Certificate,I-DES
014.jpeg,url:,I-DES
014.jpeg,ude.my/UC-200b2876-63fd-4147-89c7-14a7b6584172,I-DES
014.jpeg,Reference,I-DES
014.jpeg,Number:,I-DES
014.jpeg,4,I-DES
014.jpeg,CERTIFICATE,B-TYP
014.jpeg,OF,I-TYP
014.jpeg,COMPLETION,I-TYP
014.jpeg,Bash,B-DES
014.jpeg,Scripting,I-DES
014.jpeg,and,I-DES
014.jpeg,Shell,I-DES
014.jpeg,Programming,I-DES
014.jpeg,(Linux,I-DES
014.jpeg,Command,I-DES
014.jpeg,Line),I-DES
014.jpeg,Instructors,I-DES
014.jpeg,Jason,I-DES
014.jpeg,Cannon,I-DES
014.jpeg,Priyanshu,B-STU
014.jpeg,Singh,I-STU
014.jpeg,Date,B-DAT
014.jpeg,Sept.,I-DAT
014.jpeg,"27,",I-DAT
014.jpeg,2022,I-DAT
014.jpeg,Length,I-DAT
014.jpeg,2.5,I-DAT
014.jpeg,total,B-DES
014.jpeg,hours,I-DES
0140.jpeg,Certificate,I-DES
0140.jpeg,no:,I-DES
0140.jpeg,UC-4a3ddf71-7c01-4a64-8624-e713526ce79T,I-DES
0140.jpeg,U,B-COI
0140.jpeg,a,I-COI
0140.jpeg,e,I-COI
0140.jpeg,my,I-COI
0140.jpeg,Certificate,B-DES
0140.jpeg,url:,I-DES
0140.jpeg,Reference,I-DES
0140.jpeg,Number:,I-DES
0140.jpeg,4,I-DES
0140.jpeg,CERTIFICATE,B-TYP
0140.jpeg,OF,I-TYP
0140.jpeg,COMPLETION,I-TYP
0140.jpeg,PySpark,B-DES
0140.jpeg,&,I-DES
0140.jpeg,AWS:,I-DES
0140.jpeg,Master,I-DES
0140.jpeg,Big,I-DES
0140.jpeg,Data,I-DES
0140.jpeg,With,I-DES
0140.jpeg,PySpark,I-DES
0140.jpeg,and,I-DES
0140.jpeg,AWS,I-DES
0140.jpeg,Instructors,I-DES
0140.jpeg,Al,I-DES
0140.jpeg,"Sciences,",I-DES
0140.jpeg,Al,I-DES
0140.jpeg,Sciences,I-DES
0140.jpeg,Team,I-DES
0140.jpeg,Priyanshu,B-STU
0140.jpeg,Singh3,I-STU
0140.jpeg,Date,B-DAT
0140.jpeg,Nov.,I-DAT
0140.jpeg,"21,",I-DAT
0140.jpeg,2022,I-DAT
0140.jpeg,Length,I-DAT
0140.jpeg,16.5,I-DAT
0140.jpeg,total,I-DAT
0140.jpeg,hours,I-DAT
0141.jpeg,image,B-COI
0141.jpeg,Online,I-COI
0141.jpeg,PRIVATE,I-COI
0141.jpeg,LIMITED,I-COI
0141.jpeg,TO,B-DES
0141.jpeg,WHOMSOEVER,I-DES
0141.jpeg,IT,I-DES
0141.jpeg,MAY,I-DES
0141.jpeg,CONCERN,I-DES
0141.jpeg,This,I-DES
0141.jpeg,is,I-DES
0141.jpeg,to,I-DES
0141.jpeg,certify,I-DES
0141.jpeg,that,I-DES
0141.jpeg,Rhushabh,B-STU
0141.jpeg,Pradhan,I-STU
0141.jpeg,from,B-COI
0141.jpeg,K.,I-COI
0141.jpeg,J.,I-COI
0141.jpeg,Somaiya,I-COI
0141.jpeg,Institute,I-COI
0141.jpeg,of,I-COI
0141.jpeg,Engineering,I-COI
0141.jpeg,and,I-COI
0141.jpeg,Information,I-COI
0141.jpeg,"Technology,",I-COI
0141.jpeg,"Sion,",I-COI
0141.jpeg,Mumbai,I-COI
0141.jpeg,completed,B-DES
0141.jpeg,his,I-DES
0141.jpeg,Mobile,I-DES
0141.jpeg,app,I-DES
0141.jpeg,development,I-DES
0141.jpeg,training,I-DES
0141.jpeg,and,I-DES
0141.jpeg,internship,I-DES
0141.jpeg,from,I-DES
0141.jpeg,15th,B-DAT
0141.jpeg,"December,",I-DAT
0141.jpeg,2022,I-DAT
0141.jpeg,to,I-DAT
0141.jpeg,15th,I-DAT
0141.jpeg,"January,",I-DAT
0141.jpeg,2023,I-DAT
0141.jpeg,under,B-DES
0141.jpeg,the,I-DES
0141.jpeg,guidance,I-DES
0141.jpeg,of,I-DES
0141.jpeg,Mr.,B-NCER
0141.jpeg,Badal,I-NCER
0141.jpeg,Kotak.,I-NCER
0141.jpeg,During,B-DES
0141.jpeg,the,I-DES
0141.jpeg,current,I-DES
0141.jpeg,tenure,I-DES
0141.jpeg,with,I-DES
0141.jpeg,Image,B-COI
0141.jpeg,Online,I-COI
0141.jpeg,Pvt.,I-COI
0141.jpeg,"Ltd.,",I-COI
0141.jpeg,Rnushabh,B-STU
0141.jpeg,Pradhan,I-STU
0141.jpeg,was,B-DES
0141.jpeg,trained,I-DES
0141.jpeg,on,I-DES
0141.jpeg,basics,I-DES
0141.jpeg,of,I-DES
0141.jpeg,React,I-DES
0141.jpeg,Native.,I-DES
0141.jpeg,We,I-DES
0141.jpeg,wish,I-DES
0141.jpeg,Rhushabh,B-STU
0141.jpeg,Pradhan,I-STU
0141.jpeg,best,B-DES
0141.jpeg,of,I-DES
0141.jpeg,luck,I-DES
0141.jpeg,for,I-DES
0141.jpeg,future,I-DES
0141.jpeg,endeavours.,I-DES
0141.jpeg,Yours,B-NCER
0141.jpeg,"Sincerely,",I-NCER
0141.jpeg,Badal,I-NCER
0141.jpeg,Kotak,I-NCER
0141.jpeg,Director,I-NCER
0141.jpeg,Date:,B-DAT
0141.jpeg,########,I-DAT
0141.jpeg,Place:,B-DES
0141.jpeg,Mumbai,I-DES
0141.jpeg,,O
0142.jpeg,,O
0142.jpeg,,O
0142.jpeg,Cognizant,B-COI
0142.jpeg,Academy,I-COI
0142.jpeg,Certificate,B-TYP
0142.jpeg,of,I-TYP
0142.jpeg,Completion,I-TYP
0142.jpeg,awarded,B-DES
0142.jpeg,to,I-DES
0142.jpeg,Priyanshu,B-STU
0142.jpeg,Singh,I-STU
0142.jpeg,to,B-DES
0142.jpeg,recognize,I-DES
0142.jpeg,the,I-DES
0142.jpeg,successful,I-DES
0142.jpeg,completion,I-DES
0142.jpeg,of,I-DES
0142.jpeg,PySpark,I-DES
0142.jpeg,-,I-DES
0142.jpeg,Quiz,I-DES
0142.jpeg,[201-Intermediate],I-DES
0142.jpeg,program,I-DES
0142.jpeg,conducted,I-DES
0142.jpeg,on,I-DES
0142.jpeg,44708,B-DAT
0142.jpeg,bape,O
0142.jpeg,PUD,O
0142.jpeg,Felix,B-NCER
0142.jpeg,Weitzman,I-NCER
0142.jpeg,Global,I-NCER
0142.jpeg,Head,I-NCER
0142.jpeg,HR,I-NCER
0142.jpeg,Operations,I-NCER
0142.jpeg,and,I-NCER
0142.jpeg,Shared,I-NCER
0142.jpeg,Services,I-NCER
0142.jpeg,,O
0142.jpeg,,O
0143.jpeg,Aarcon,B-COI
0143.jpeg,"25""",B-DAT
0143.jpeg,"February,",I-DAT
0143.jpeg,2023,I-DAT
0143.jpeg,PROJECT,B-TYP
0143.jpeg,COMPLETION,I-TYP
0143.jpeg,CERTIFICATE,I-TYP
0143.jpeg,This,B-DES
0143.jpeg,is,I-DES
0143.jpeg,to,I-DES
0143.jpeg,certify,I-DES
0143.jpeg,that,I-DES
0143.jpeg,Mr.,B-STU
0143.jpeg,Jay,I-STU
0143.jpeg,Devang,I-STU
0143.jpeg,Parikh,I-STU
0143.jpeg,has,B-DES
0143.jpeg,completed,I-DES
0143.jpeg,his,I-DES
0143.jpeg,internship,I-DES
0143.jpeg,with,I-DES
0143.jpeg,Arcon,B-COI
0143.jpeg,Techsolutions,I-COI
0143.jpeg,Pvt,I-COI
0143.jpeg,Ltd.,I-COI
0143.jpeg,He,B-DES
0143.jpeg,was,I-DES
0143.jpeg,associated,I-DES
0143.jpeg,with,I-DES
0143.jpeg,us,I-DES
0143.jpeg,for,I-DES
0143.jpeg,a,I-DES
0143.jpeg,period,I-DES
0143.jpeg,from,I-DES
0143.jpeg,"17""",B-DAT
0143.jpeg,"October,",I-DAT
0143.jpeg,2022,I-DAT
0143.jpeg,to,I-DAT
0143.jpeg,"February,",I-DAT
0143.jpeg,2023,I-DAT
0143.jpeg,He,B-DES
0143.jpeg,was,I-DES
0143.jpeg,found,I-DES
0143.jpeg,hardworking,I-DES
0143.jpeg,&,I-DES
0143.jpeg,sincere,I-DES
0143.jpeg,during,I-DES
0143.jpeg,his,I-DES
0143.jpeg,tenure.,I-DES
0143.jpeg,Weat,I-DES
0143.jpeg,Arcon,B-COI
0143.jpeg,Tech,I-COI
0143.jpeg,Solutions,I-COI
0143.jpeg,Pvt.,I-COI
0143.jpeg,Ltd.,I-COI
0143.jpeg,wish,B-DES
0143.jpeg,him,I-DES
0143.jpeg,all,I-DES
0143.jpeg,the,I-DES
0143.jpeg,best,I-DES
0143.jpeg,in,I-DES
0143.jpeg,his,I-DES
0143.jpeg,future,I-DES
0143.jpeg,endeavors.,I-DES
0143.jpeg,Sincerely,B-NCER
0143.jpeg,For,I-NCER
0143.jpeg,Arcon,I-NCER
0143.jpeg,Tech,I-NCER
0143.jpeg,Solutions,I-NCER
0143.jpeg,Pvt.,I-NCER
0143.jpeg,Ltd.,I-NCER
0143.jpeg,Authorized,I-NCER
0143.jpeg,Signatory,I-NCER
0143.jpeg,ARCON,I-NCER
0143.jpeg,Techsolutions,I-NCER
0143.jpeg,Pvt.,I-NCER
0143.jpeg,Ltd,I-NCER
0143.jpeg,"901,",B-DES
0143.jpeg,Kamla,I-DES
0143.jpeg,Executive,I-DES
0143.jpeg,"Park,",I-DES
0143.jpeg,Off,I-DES
0143.jpeg,Andheri-Kurla,I-DES
0143.jpeg,"Road,",I-DES
0143.jpeg,J.B.,I-DES
0143.jpeg,"Nagar,",I-DES
0143.jpeg,Andheri,I-DES
0143.jpeg,(E),I-DES
0143.jpeg,Mumbai-400059,I-DES
0143.jpeg,Tel.,I-DES
0143.jpeg,9.12E+11,I-DES
0143.jpeg,Fax.,I-DES
0143.jpeg,9.12E+11,I-DES
0143.jpeg,info@arconnet.com,I-DES
0143.jpeg,Wwww.arconnet.com,I-DES
0143.jpeg,(CIN:,I-DES
0143.jpeg,U74999MH2009PTC190703),I-DES
0143.jpeg,Predict,I-DES
0143.jpeg,|,I-DES
0143.jpeg,Protect,I-DES
0143.jpeg,|,I-DES
0143.jpeg,Prevent,I-DES
0144.jpeg,Certificate,B-DES
0144.jpeg,no:,I-DES
0144.jpeg,UC-38245b28-cc64-4712-b3eb-0833f3fbc9d,I-DES
0144.jpeg,U,B-COI
0144.jpeg,a,I-COI
0144.jpeg,e,I-COI
0144.jpeg,mM,I-COI
0144.jpeg,Certificate,B-DES
0144.jpeg,url:,I-DES
0144.jpeg,ude.my/UC-38245b28-cc64-4712-b3eb-0833f3tbc9d,I-DES
0144.jpeg,Reference,I-DES
0144.jpeg,Number:,I-DES
0144.jpeg,4,I-DES
0144.jpeg,CERTIFICATE,B-TYP
0144.jpeg,OF,I-TYP
0144.jpeg,COMPLETION,I-TYP
0144.jpeg,Spark,B-DES
0144.jpeg,and,I-DES
0144.jpeg,Python,I-DES
0144.jpeg,for,I-DES
0144.jpeg,Big,I-DES
0144.jpeg,Data,I-DES
0144.jpeg,with,I-DES
0144.jpeg,PySpark,I-DES
0144.jpeg,Instructors,B-NCER
0144.jpeg,Jose,I-NCER
0144.jpeg,Portilla,I-NCER
0144.jpeg,Priyanshu,B-STU
0144.jpeg,Singh,I-STU
0144.jpeg,Date,B-DAT
0144.jpeg,April,I-DAT
0144.jpeg,"12,",I-DAT
0144.jpeg,2022,I-DAT
0144.jpeg,Length,I-DAT
0144.jpeg,10.5,I-DAT
0144.jpeg,total,I-DAT
0144.jpeg,hours,I-DAT
0145.jpeg,Ors,B-COI
0145.jpeg,SOMAIYA,I-COI
0145.jpeg,|,I-COI
0145.jpeg,#ERROR!,O
0145.jpeg,T,B-COI
0145.jpeg,The,I-COI
0145.jpeg,Institution,I-COI
0145.jpeg,of,I-COI
0145.jpeg,s,I-COI
0145.jpeg,VIDYAVIHAR,I-COI
0145.jpeg,Engineering,I-COI
0145.jpeg,and,I-COI
0145.jpeg,Technology,I-COI
0145.jpeg,“ye,O
0145.jpeg,iS,O
0145.jpeg,K,B-DES
0145.jpeg,J,I-DES
0145.jpeg,Somaiya,I-DES
0145.jpeg,Institute,I-DES
0145.jpeg,of,I-DES
0145.jpeg,Technology,I-DES
0145.jpeg,Participation,B-TYP
0145.jpeg,Certificate,I-TYP
0145.jpeg,oF,I-TYP
0145.jpeg,Jay,B-STU
0145.jpeg,Munjapara,I-STU
0145.jpeg,has,B-DES
0145.jpeg,participated,I-DES
0145.jpeg,in,I-DES
0145.jpeg,National,I-DES
0145.jpeg,Level,I-DES
0145.jpeg,Poster,I-DES
0145.jpeg,cum,I-DES
0145.jpeg,Project,I-DES
0145.jpeg,Competition,I-DES
0145.jpeg,“KJSIT-IET-INTECH,I-DES
0145.jpeg,2K23”,I-DES
0145.jpeg,organized,I-DES
0145.jpeg,by,I-DES
0145.jpeg,K,I-DES
0145.jpeg,J,I-DES
0145.jpeg,Somaiya,I-DES
0145.jpeg,Institute,I-DES
0145.jpeg,of,I-DES
0145.jpeg,"Technology,",I-DES
0145.jpeg,"Sion,",I-DES
0145.jpeg,Mumbai,I-DES
0145.jpeg,in,I-DES
0145.jpeg,association,I-DES
0145.jpeg,with,I-DES
0145.jpeg,The,B-COI
0145.jpeg,Institution,I-COI
0145.jpeg,of,I-COI
0145.jpeg,Engineering,I-COI
0145.jpeg,and,I-COI
0145.jpeg,"Technology,",I-COI
0145.jpeg,Mumbai,I-COI
0145.jpeg,Local,I-COI
0145.jpeg,Network,I-COI
0145.jpeg,,O
